X,Y,OBJECTID,PNT_GIS_ID,NAME,ORG_NAME,CATEGORY,POSTAL_CODE,PHONE_NO,PHONE_EXT,MAIN_INTERSECTION,TYPE,SUBSIDIZED,CWELCC,PROVIDDISP,FULL_ADDRESS,UNIT_NUMBER,COMMUNITY,MUNICIPALITY
622260.2419,4849147.746,614,357022,Wonderland Day Care Inc.,Wonderland Home Day Care Inc.,Child Care Centre,L4K 1E8,(905) 760-9607,,Steeles Avenue/Alness Street,Centre Based Child Care,Yes,Yes,WONDE01,1301 Alness Street,,Vaughan,Vaughan
618119.036,4852763.703,615,259693,Wonderland Child Care Centre,2264821 Ontario Inc.,Child Care Centre,L4K 2M9,(289) 597-5737,,Jane Street & Rutherford Road,Centre Based Child Care,Yes,Yes,WONDE04,8750 Jane Street ,Unit 18,Concord,Vaughan
613071.625,4848458.5,616,200932,Woodbridge Public School Child Care Centre,Centered on Children Child Care Centre,Child Care Centre,L4L 1J7,(647) 746-5437,,Hwy # 7 & Kipling Avenue,Centre Based Child Care,Yes,Yes,WOODB02,60 Burwick Avenue,,Woodbridge,Vaughan
642114.189,4860697.4953,617,63689,Woodhaven Junior Y,YMCA of Greater Toronto,Child Care Centre,L6B 1E1,(905) 472-3320 ,Ext.534,Highway 7 & 9th Line,Centre Based Child Care,Yes,Yes,WOODH02,380 Church Street,,Markham,Markham
624483.938,4858641.75,618,103123,Mackenzie Health Child Care & Early Learning Centre,Mackenzie Health,Child Care Centre,L4C 4Z3,(905) 883-1212 ,Ext.3996,Bathurst Street & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,MACKE02,10 Trench Street,,Richmond Hill,Richmond Hill
622912.531,4872868.0,619,138448,York Professional Care & Education - PHDC,York Professional Care & Education Inc.,Child Care Centre,L4G 1L8,(905) 841-1314 ,Ext.332,Yonge Street & Wellington Street,Home Based  Child Care,Yes,Yes,YORK 02,15203 Yonge Street,,Aurora,Aurora
633761.164,4889681.896,620,194676,York Professional Adventure Camp,York Professional Care & Education Inc.,Child Care Centre,L0G 1M0,(905) 841-1314 ,Ext.321,Highway 48 and Mount Albert Side Road,Centre Based Child Care,Yes,No,YORK 13,19794 Highway 48,,Mount Albert,East Gwillimbury
628987.3646,4861251.4636,621,90126,York Montessori School,2121410 Ontario Inc.,Child Care Centre,L4S 1P1,(905) 508-2000,,Leslie Street & Elgin Mills Road,Centre Based Child Care,Yes,No,YORK 14,10533 Leslie Street,,Richmond Hill,Richmond Hill
642650.6428,4857974.2166,622,40320,York Montessori Private School,York Montessori Private School Inc.,Child Care Centre,L6B 1A8,(905) 294-4415,,14th Avenue & Boxgrove by-pass (9th line),Centre Based Child Care,Yes,Yes,YORK 08,6890 14th Avenue,,Markham,Markham
635915.5769,4889399.9071,623,391331,York Home Childcare Agency Inc,,Child Care Centre,L0G 1M0,(416) 930-5437,,Mount Albert Road & Yok Durham Line,Home Based  Child Care,No,No,YORK 15,16 Ridge Gate Crescent,,Mount Albert,East Gwillimbury
625732.3324,4851286.1643,624,198337,Yorkhill YMCA Childcare,YMCA of Greater Toronto,Child Care Centre,L4J 5K2,(905) 482-2242,,Bathurst Street & Clark Avenue,Centre Based Child Care,Yes,Yes,YORKH05,350 Hilda Avenue,,Thornhill,Vaughan
625155.156,4851941.5,625,168033,Kayla's Children Centre,Kayla's Children Centre,Child Care Centre,L4J 8C9,(905) 738-5542,,Bathurst Street & Clark Avenue,Centre Based Child Care,Yes,Yes,KAYLA01,36 Atkinson Avenue,,Thornhill,Vaughan
616535.5796,4851740.5917,626,221899,Zoe's Tender Years Child Care Centre,Zoe's Tender Years Childcare Inc.,Child Care Centre,L4L 9R4,(905) 851-6005 ,Ext.221,Weston Road & Langstaff Road,Centre Based Child Care,Yes,Yes,ZOE S01,8551 Weston Road ,Unit 7-8,Woodbridge,Vaughan
